id_colaborador,matricula,nome_colaborador,sexo,data_nascimento,data_admissao,data_desligamento,status_colaborador,tipo_desligamento,id_area,id_cargo,id_gestor,id_unidade
254,MAT00254,Dr. Luigi da Mota,Feminino,1999-06-14,2022-08-31,,Ativo,,7,4,41,11
255,MAT00255,Kamilly Novais,Feminino,1982-03-22,2020-11-10,,Ativo,,3,5,61,2
256,MAT00256,Valentim Correia,Feminino,2000-02-14,2019-01-09,,Ativo,,2,2,13,12
257,MAT00257,Isaque Silveira,Feminino,1997-09-02,2022-03-07,,Ativo,,1,1,76,9
258,MAT00258,Rebeca Novais,Masculino,1984-11-04,2024-04-19,2025-09-11,Desligado,Involuntário,2,3,46,14
259,MAT00259,Renan Ramos,Masculino,1978-12-02,2025-06-18,,Ativo,,1,2,37,10
260,MAT00260,Sra. Melissa Vieira,Feminino,1983-02-19,2021-07-03,2024-08-05,Desligado,Involuntário,3,4,28,3
261,MAT00261,Caleb da Rocha,Feminino,1975-04-28,2025-05-13,,Ativo,,8,4,14,6
262,MAT00262,Nathan Sales,Feminino,1982-02-25,2024-03-28,,Ativo,,2,1,36,10
263,MAT00263,Leandro Ribeiro,Masculino,1978-09-25,2020-07-15,2025-05-16,Desligado,Involuntário,6,3,80,10
264,MAT00264,Maria Eduarda Melo,Masculino,1970-01-20,2025-03-17,2025-11-30,Desligado,Voluntário,7,4,35,1
265,MAT00265,Vitória Ferreira,Feminino,1988-12-25,2020-01-09,,Ativo,,5,4,40,15
266,MAT00266,Luísa Fogaça,Masculino,1983-01-06,2021-10-23,,Ativo,,2,2,19,10
267,MAT00267,Sra. Júlia das Neves,Feminino,1980-02-05,2025-05-16,,Ativo,,1,4,4,2
268,MAT00268,Igor Campos,Masculino,1992-07-14,2023-12-13,,Ativo,,7,4,59,6
269,MAT00269,Srta. Luara Campos,Feminino,1982-05-24,2019-10-07,2023-08-25,Desligado,Voluntário,5,5,73,10
270,MAT00270,Dra. Ester Correia,Feminino,2002-03-06,2018-12-14,,Ativo,,2,3,80,1
271,MAT00271,Rodrigo da Mota,Feminino,1988-08-22,2018-12-01,2023-12-01,Desligado,Involuntário,2,3,63,10
272,MAT00272,Dra. Valentina Peixoto,Feminino,1979-05-07,2022-12-16,,Ativo,,3,4,66,2
273,MAT00273,Carlos Eduardo Correia,Masculino,1978-02-10,2021-11-14,,Ativo,,5,5,76,8
274,MAT00274,Ian Fonseca,Masculino,1986-01-08,2023-11-29,,Ativo,,6,5,51,10
275,MAT00275,Kevin Albuquerque,Masculino,2005-04-10,2018-08-13,,Ativo,,5,6,28,13
276,MAT00276,Dra. Carolina da Mota,Masculino,1989-05-11,2019-07-17,,Ativo,,4,5,16,1
277,MAT00277,Benjamim Novaes,Feminino,1978-03-05,2023-07-31,,Ativo,,7,1,49,9
278,MAT00278,Davi Lucas Porto,Masculino,1973-09-27,2020-07-31,2024-07-28,Desligado,Involuntário,2,3,46,2
279,MAT00279,Bella Albuquerque,Masculino,2003-07-01,2022-06-15,,Ativo,,3,2,59,15
280,MAT00280,Larissa Melo,Masculino,1985-10-14,2018-11-15,,Ativo,,8,4,74,7
281,MAT00281,Maysa Fernandes,Feminino,1979-05-04,2025-03-07,2025-09-16,Desligado,Involuntário,3,5,3,6
282,MAT00282,Benjamim da Cunha,Masculino,1976-12-12,2019-12-05,,Ativo,,8,3,12,7
283,MAT00283,Bruna Azevedo,Feminino,1990-07-19,2019-03-10,,Ativo,,1,4,52,9
284,MAT00284,Rebeca Barbosa,Feminino,1980-05-24,2018-11-19,2022-12-08,Desligado,Voluntário,2,3,29,6
285,MAT00285,Ana Júlia Cassiano,Masculino,2001-09-21,2019-11-20,,Ativo,,4,2,15,9
286,MAT00286,Kevin Barros,Masculino,1993-06-12,2023-09-20,,Ativo,,8,5,19,4
287,MAT00287,Dante Novais,Feminino,1996-05-07,2019-02-26,,Ativo,,1,1,23,10
288,MAT00288,Heloisa Vasconcelos,Feminino,2001-03-25,2019-09-19,,Ativo,,6,5,64,8
289,MAT00289,Maria Helena Machado,Feminino,1968-08-22,2024-04-28,,Ativo,,8,4,73,11
290,MAT00290,Letícia Pastor,Feminino,1985-11-11,2025-02-15,,Ativo,,6,5,20,8
291,MAT00291,Lorena Nunes,Masculino,1975-08-21,2018-10-07,,Ativo,,5,5,39,13
292,MAT00292,Ana Liz Pimenta,Feminino,1968-01-12,2021-01-30,,Ativo,,1,2,65,2
293,MAT00293,Srta. Giovanna Pires,Masculino,1976-08-02,2021-06-25,,Ativo,,4,3,8,6
294,MAT00294,João Ribeiro,Feminino,2001-11-28,2021-03-21,,Ativo,,3,6,12,10
295,MAT00295,Emanuel da Costa,Masculino,1973-07-15,2024-08-30,,Ativo,,1,3,75,9
296,MAT00296,Yuri Barbosa,Masculino,1977-10-21,2018-06-18,,Ativo,,3,7,25,6
297,MAT00297,Alexandre Jesus,Masculino,1975-09-05,2024-10-14,,Ativo,,6,5,8,8
298,MAT00298,Olivia da Rocha,Masculino,1984-12-03,2019-02-28,2025-01-23,Desligado,Involuntário,4,2,23,1
299,MAT00299,Igor da Paz,Feminino,1977-08-17,2020-10-11,,Ativo,,6,4,67,10
300,MAT00300,Sra. Mirella Barbosa,Feminino,1982-06-10,2019-10-13,,Ativo,,5,5,50,7
301,MAT00301,Isabel da Luz,Masculino,1967-01-26,2021-10-17,,Ativo,,1,2,43,2
302,MAT00302,Fernanda Lima,Feminino,1999-09-22,2021-09-12,2024-02-10,Desligado,Voluntário,2,2,37,5
303,MAT00303,Yago Câmara,Masculino,1967-03-11,2025-05-13,,Ativo,,3,4,11,10
304,MAT00304,Clarice da Mata,Feminino,1996-06-10,2025-06-11,2025-12-01,Desligado,Voluntário,7,3,51,3
305,MAT00305,Brayan Araújo,Masculino,2000-05-18,2024-09-03,2025-06-12,Desligado,Voluntário,2,4,43,14
306,MAT00306,Leandro Peixoto,Feminino,1972-02-21,2019-06-08,2024-06-05,Desligado,Voluntário,5,5,66,6
307,MAT00307,Dra. Laura Macedo,Feminino,1982-05-06,2018-03-16,2020-11-07,Desligado,Voluntário,1,2,44,13
308,MAT00308,Ravi Lucca Sales,Masculino,1993-04-05,2023-06-15,,Ativo,,1,2,20,2
309,MAT00309,Nathan da Mata,Masculino,1999-09-25,2021-04-26,2024-08-03,Desligado,Voluntário,1,1,68,1
310,MAT00310,Ágatha Monteiro,Masculino,1984-10-05,2025-06-04,2025-11-17,Desligado,Voluntário,1,4,49,3
311,MAT00311,Anna Liz Peixoto,Feminino,1994-12-25,2019-10-27,,Ativo,,7,3,80,13
312,MAT00312,Pedro Sousa,Feminino,1977-01-14,2019-11-10,,Ativo,,6,2,47,11
313,MAT00313,Dr. Apollo Borges,Feminino,1977-10-10,2020-08-30,,Ativo,,6,4,58,4
314,MAT00314,Antônio Teixeira,Feminino,1990-05-26,2023-12-28,2025-07-20,Desligado,Voluntário,5,3,25,6
315,MAT00315,Juliana Oliveira,Feminino,1977-08-25,2024-05-25,,Ativo,,7,1,37,13
316,MAT00316,Erick Melo,Feminino,1973-09-14,2022-04-14,,Ativo,,1,3,21,14
317,MAT00317,Melina da Mota,Masculino,1967-03-28,2020-03-28,,Ativo,,4,5,33,1
318,MAT00318,Pedro Henrique Porto,Masculino,1975-06-18,2025-03-11,,Ativo,,8,5,14,12
319,MAT00319,Ayla Melo,Feminino,1998-05-03,2023-10-15,,Ativo,,1,1,21,5
320,MAT00320,Dr. Lucas Gabriel Duarte,Feminino,1973-03-27,2023-01-15,,Ativo,,7,3,56,2
321,MAT00321,Bella Castro,Feminino,1977-06-01,2020-06-28,,Ativo,,2,2,54,1
322,MAT00322,Dr. Thales da Paz,Masculino,1973-06-08,2022-06-12,,Ativo,,7,2,50,2
323,MAT00323,Maria Liz Teixeira,Feminino,1991-01-11,2022-03-16,,Ativo,,3,6,13,14
324,MAT00324,Ana Carolina Marques,Feminino,1984-03-05,2025-04-16,,Ativo,,2,2,5,5
325,MAT00325,Levi da Cunha,Feminino,1997-12-16,2023-04-20,,Ativo,,4,4,58,10
326,MAT00326,Sr. Nathan Moraes,Feminino,2000-01-09,2018-01-22,,Ativo,,5,7,28,14
327,MAT00327,Vitor Hugo Martins,Feminino,1970-12-20,2019-09-05,,Ativo,,8,2,68,7
328,MAT00328,Ana Júlia Correia,Feminino,1987-04-10,2019-04-01,,Ativo,,2,4,16,1
329,MAT00329,Maria Cecília Pinto,Masculino,1979-11-26,2020-09-03,2024-05-30,Desligado,Voluntário,2,2,59,2
330,MAT00330,Melina Teixeira,Masculino,1974-10-18,2019-03-31,,Ativo,,2,3,3,11
331,MAT00331,Gustavo da Mata,Feminino,1969-04-23,2023-10-12,,Ativo,,1,4,19,5
332,MAT00332,Caroline da Paz,Feminino,2005-10-12,2022-10-25,,Ativo,,1,1,31,10
333,MAT00333,Raquel Campos,Masculino,1994-11-22,2022-09-03,,Ativo,,6,4,11,9
334,MAT00334,Isaque Santos,Feminino,2001-09-18,2022-01-17,,Ativo,,5,4,65,13
335,MAT00335,Leonardo Novaes,Masculino,1970-01-13,2023-09-11,,Ativo,,5,5,61,1
336,MAT00336,Yuri Jesus,Feminino,1981-06-09,2025-02-16,,Ativo,,6,4,3,6
337,MAT00337,Henry Gabriel Camargo,Masculino,1983-04-24,2018-10-04,2020-03-01,Desligado,Voluntário,1,2,75,12
338,MAT00338,Bárbara Ramos,Masculino,1997-01-12,2021-09-23,,Ativo,,1,1,70,6
339,MAT00339,Theo Silva,Masculino,1994-11-15,2025-03-17,2025-12-10,Desligado,Voluntário,2,2,62,11
340,MAT00340,Thomas Santos,Masculino,1997-02-23,2020-01-17,,Ativo,,8,2,59,1
341,MAT00341,Oliver Mendes,Feminino,1993-01-26,2021-04-16,,Ativo,,7,2,26,15
342,MAT00342,Isabelly Marques,Masculino,1985-05-17,2018-06-21,2023-03-08,Desligado,Voluntário,5,3,70,8
343,MAT00343,Clara Gomes,Feminino,2003-11-07,2020-11-03,,Ativo,,1,3,37,6
344,MAT00344,Thomas Souza,Feminino,1984-05-04,2018-07-15,,Ativo,,5,5,48,7
345,MAT00345,Bernardo da Mota,Masculino,1977-07-11,2022-06-27,,Ativo,,5,6,24,8
346,MAT00346,Manuela Viana,Feminino,1982-09-09,2023-07-31,,Ativo,,3,4,11,12
347,MAT00347,Juliana Abreu,Masculino,2000-07-20,2022-10-05,,Ativo,,1,4,24,9
348,MAT00348,Kaique Pastor,Masculino,1985-02-03,2021-04-18,,Ativo,,1,3,42,11
349,MAT00349,Rebeca Cassiano,Feminino,1986-08-20,2021-04-25,,Ativo,,1,3,55,3
350,MAT00350,Zoe Mendes,Masculino,1983-08-02,2022-12-24,,Ativo,,8,4,46,10
351,MAT00351,Dr. Yuri Teixeira,Feminino,1988-11-26,2022-11-17,,Ativo,,4,5,8,2
352,MAT00352,Maria Flor Marques,Masculino,1980-06-17,2025-02-24,,Ativo,,2,3,21,1
353,MAT00353,Sr. Isaque Oliveira,Feminino,1967-11-26,2019-08-08,,Ativo,,6,4,57,1
354,MAT00354,Isabel Vasconcelos,Feminino,2001-04-25,2019-06-02,,Ativo,,4,2,47,6
355,MAT00355,Ana Clara Dias,Feminino,1969-01-20,2022-04-18,,Ativo,,2,3,20,11
356,MAT00356,Sra. Maria Helena Gomes,Feminino,1982-06-15,2023-01-17,,Ativo,,2,2,10,10
357,MAT00357,Clarice Monteiro,Feminino,1972-06-13,2019-07-18,,Ativo,,4,5,41,11
358,MAT00358,Davi Lucas Montenegro,Feminino,1990-02-01,2021-02-15,,Ativo,,2,4,24,8
359,MAT00359,Luísa Brito,Feminino,1981-09-04,2023-10-22,,Ativo,,1,2,34,13
360,MAT00360,Beatriz Moura,Masculino,1977-04-20,2020-12-02,,Ativo,,4,4,37,12
361,MAT00361,Alice Silveira,Feminino,1993-02-05,2023-07-05,,Ativo,,6,5,10,8
362,MAT00362,Nicolas Rezende,Masculino,1977-02-26,2019-12-09,,Ativo,,1,1,41,11
363,MAT00363,Breno Melo,Feminino,2001-09-18,2021-11-24,2023-10-09,Desligado,Involuntário,2,4,39,14
364,MAT00364,Lucca Pinto,Feminino,1994-06-17,2019-10-08,,Ativo,,1,2,29,2
365,MAT00365,Sra. Anna Liz Farias,Feminino,1997-04-26,2020-04-03,,Ativo,,2,3,64,1
366,MAT00366,Yasmin Garcia,Feminino,1970-10-12,2022-01-18,,Ativo,,4,5,60,13
367,MAT00367,Dr. Vitor Hugo Andrade,Feminino,1997-10-03,2024-03-09,,Ativo,,1,1,9,5
368,MAT00368,Ana Lívia da Costa,Feminino,1975-09-14,2022-06-19,2025-01-02,Desligado,Voluntário,3,5,74,2
369,MAT00369,Laura da Conceição,Feminino,1985-11-03,2019-05-29,,Ativo,,8,4,58,8
370,MAT00370,Srta. Maya Brito,Masculino,1983-03-27,2023-10-21,,Ativo,,1,3,71,11
371,MAT00371,Beatriz Macedo,Feminino,1994-03-14,2024-08-04,,Ativo,,6,6,65,15
372,MAT00372,Kaique Alves,Masculino,1998-09-05,2018-08-15,,Ativo,,4,4,39,3
373,MAT00373,Luan Vieira,Feminino,1985-12-08,2019-10-26,,Ativo,,2,1,45,9
374,MAT00374,Juan Fogaça,Feminino,2000-05-07,2021-03-09,,Ativo,,6,4,71,5
375,MAT00375,Dr. Diogo da Cruz,Feminino,1986-10-18,2019-05-28,,Ativo,,4,4,12,9
376,MAT00376,Maria Sophia Nunes,Feminino,1995-10-19,2025-03-10,,Ativo,,5,6,20,3
377,MAT00377,Emilly Cavalcante,Feminino,1967-06-27,2025-05-22,,Ativo,,1,3,73,1
378,MAT00378,Bruno Pimenta,Feminino,2000-01-21,2018-04-27,,Ativo,,2,2,74,5
379,MAT00379,Isabella Monteiro,Feminino,1992-10-14,2025-04-21,,Ativo,,8,2,80,11
380,MAT00380,Cecília da Conceição,Masculino,1974-11-18,2018-05-05,,Ativo,,3,5,38,11
381,MAT00381,Jade Marques,Feminino,1975-04-26,2021-05-22,,Ativo,,1,1,52,5
382,MAT00382,Anthony Martins,Feminino,2001-12-02,2023-02-01,2023-10-10,Desligado,Involuntário,2,1,57,7
383,MAT00383,Yago Castro,Feminino,1976-04-11,2023-06-07,,Ativo,,2,1,78,3
384,MAT00384,Pedro Miguel Ferreira,Feminino,1985-12-28,2021-07-04,,Ativo,,3,2,45,7
385,MAT00385,Letícia Porto,Feminino,1982-09-18,2019-06-20,,Ativo,,4,6,14,6
386,MAT00386,Isis Marques,Masculino,1976-02-09,2020-09-17,,Ativo,,2,2,58,4
387,MAT00387,Gael Henrique Gomes,Feminino,1999-01-10,2019-08-01,,Ativo,,5,5,50,14
388,MAT00388,Bianca da Costa,Feminino,1979-04-28,2024-11-25,,Ativo,,1,2,21,14
389,MAT00389,Maria Alice Oliveira,Feminino,1969-12-11,2021-09-03,,Ativo,,5,4,25,13
390,MAT00390,Juan Almeida,Masculino,1974-09-15,2019-10-15,,Ativo,,3,5,64,15
391,MAT00391,Maria Laura da Mota,Feminino,1974-01-03,2021-06-17,,Ativo,,6,7,51,9
392,MAT00392,Benicio Pereira,Feminino,1990-04-19,2023-02-16,,Ativo,,1,4,46,1
393,MAT00393,Sra. Laura Vasconcelos,Feminino,1987-08-20,2018-07-27,,Ativo,,7,2,61,5
394,MAT00394,Luiz Gustavo Câmara,Masculino,2005-02-14,2024-01-08,,Ativo,,5,3,18,15
395,MAT00395,Esther Pinto,Feminino,1982-07-12,2020-12-19,,Ativo,,5,3,6,7
396,MAT00396,Davi Miguel Pires,Feminino,1969-09-07,2018-07-29,,Ativo,,2,1,47,9
397,MAT00397,Asafe das Neves,Masculino,2001-07-17,2021-03-28,,Ativo,,2,2,58,13
398,MAT00398,Ana Beatriz Pacheco,Masculino,1988-10-22,2024-03-02,,Ativo,,3,7,79,2
399,MAT00399,Sr. Caleb da Rocha,Feminino,1999-07-12,2019-06-12,,Ativo,,7,1,44,9
400,MAT00400,Dr. Erick Costa,Masculino,1996-04-20,2022-02-06,,Ativo,,6,3,66,7
401,MAT00401,Vitor Hugo Fonseca,Feminino,2003-01-02,2023-08-11,,Ativo,,6,5,18,12
402,MAT00402,Sarah da Mata,Feminino,1975-09-15,2021-09-26,,Ativo,,3,2,20,10
403,MAT00403,José Miguel Mendes,Feminino,1997-06-20,2023-10-13,,Ativo,,8,4,41,3
404,MAT00404,Lucca Camargo,Masculino,1986-10-11,2022-05-29,,Ativo,,7,4,65,14
405,MAT00405,Ana Vitória Casa Grande,Feminino,1971-08-23,2023-09-19,,Ativo,,6,2,73,5
406,MAT00406,Miguel Novais,Feminino,2004-06-11,2023-04-30,2025-06-17,Desligado,Voluntário,1,2,15,7
407,MAT00407,Sr. Miguel Albuquerque,Feminino,1986-12-28,2024-07-18,,Ativo,,8,4,4,10
408,MAT00408,Vitor Gabriel Campos,Feminino,1989-11-26,2023-04-28,,Ativo,,2,2,75,10
409,MAT00409,Maria Eduarda Rocha,Masculino,2002-10-16,2020-07-21,,Ativo,,5,4,22,9
410,MAT00410,Dra. Julia Pacheco,Feminino,1981-03-27,2025-01-20,,Ativo,,1,1,32,1
411,MAT00411,Maria Fernanda Caldeira,Masculino,1998-04-01,2024-06-03,2025-04-14,Desligado,Involuntário,1,4,41,7
412,MAT00412,Isabel Melo,Feminino,1979-12-07,2019-09-13,2024-07-18,Desligado,Voluntário,2,1,65,13
413,MAT00413,Luan Pimenta,Masculino,1975-12-24,2024-11-09,,Ativo,,5,3,8,12
414,MAT00414,Benício Porto,Masculino,1972-04-18,2019-07-20,,Ativo,,6,4,42,11
415,MAT00415,Liz Rezende,Feminino,1972-07-11,2023-05-14,2024-02-05,Desligado,Involuntário,3,4,59,15
416,MAT00416,Bruna Carvalho,Masculino,1984-09-12,2023-12-24,,Ativo,,1,2,34,10
417,MAT00417,Arthur Miguel da Rosa,Feminino,1993-04-09,2023-06-07,2025-03-29,Desligado,Voluntário,5,6,39,4
418,MAT00418,Bruna Brito,Feminino,1987-12-07,2021-05-04,,Ativo,,1,2,63,6
419,MAT00419,Vitor Gabriel Carvalho,Masculino,1983-09-26,2023-05-20,2025-08-25,Desligado,Voluntário,3,3,36,5
420,MAT00420,Mirella Freitas,Feminino,1969-11-18,2019-05-15,,Ativo,,6,7,49,15
421,MAT00421,Ágatha Leão,Feminino,1983-03-10,2022-06-05,,Ativo,,4,4,6,5
422,MAT00422,Daniela Leão,Masculino,1983-08-21,2018-11-20,,Ativo,,3,2,33,12
423,MAT00423,Beatriz Mendonça,Feminino,1992-04-27,2023-05-17,,Ativo,,3,3,69,5
424,MAT00424,Maria Luísa da Mota,Masculino,1988-03-04,2024-04-21,,Ativo,,6,6,79,12
425,MAT00425,Léo Cunha,Feminino,1990-04-02,2024-07-31,,Ativo,,2,3,68,4
426,MAT00426,Melina da Costa,Feminino,1991-01-04,2025-02-26,,Ativo,,7,1,53,6
427,MAT00427,Sr. Léo Nogueira,Masculino,1999-11-25,2023-04-19,,Ativo,,4,5,18,1
428,MAT00428,Maria Alice Araújo,Feminino,1995-07-21,2024-03-04,,Ativo,,4,2,61,8
429,MAT00429,Kamilly Correia,Feminino,1993-05-11,2025-04-18,,Ativo,,5,5,37,11
430,MAT00430,Rafael Borges,Feminino,2000-11-19,2018-08-31,2021-07-07,Desligado,Voluntário,1,3,69,12
431,MAT00431,Hadassa Ramos,Feminino,1994-07-27,2018-06-02,,Ativo,,8,5,23,15
432,MAT00432,Alícia Aragão,Feminino,1980-08-06,2018-05-29,,Ativo,,2,3,38,15
433,MAT00433,Sr. Davi Lucas Viana,Masculino,2005-05-19,2018-06-03,,Ativo,,1,1,78,2
434,MAT00434,Gabrielly Azevedo,Feminino,1987-08-21,2021-10-04,2025-01-18,Desligado,Involuntário,2,1,68,8
435,MAT00435,Giovanna Pastor,Feminino,1973-08-09,2019-07-04,,Ativo,,6,4,25,13
436,MAT00436,Igor Farias,Masculino,1984-03-24,2019-04-07,,Ativo,,1,3,59,11
437,MAT00437,Alexandre da Mota,Masculino,1994-01-24,2020-11-19,,Ativo,,3,2,44,13
438,MAT00438,Davi Lucca Nogueira,Masculino,1969-11-25,2021-04-23,,Ativo,,2,4,25,3
439,MAT00439,Erick Camargo,Feminino,1980-07-17,2024-11-07,,Ativo,,5,6,42,2
440,MAT00440,Amanda Cardoso,Feminino,1999-03-05,2022-06-30,,Ativo,,2,4,62,6
441,MAT00441,Luiz Henrique Vieira,Masculino,2005-05-13,2020-10-13,,Ativo,,3,4,31,8
442,MAT00442,Lorenzo Almeida,Masculino,1984-05-19,2020-12-29,2025-04-17,Desligado,Involuntário,2,1,74,1
443,MAT00443,João Aragão,Masculino,1982-12-08,2020-12-07,,Ativo,,2,3,8,11
444,MAT00444,Otto Moura,Feminino,1976-05-06,2019-04-30,,Ativo,,7,2,52,11
445,MAT00445,Benício Melo,Masculino,1986-12-04,2023-08-21,,Ativo,,7,3,38,6
446,MAT00446,Maria Cecília Moraes,Masculino,1991-04-05,2024-11-22,,Ativo,,1,2,62,3
447,MAT00447,Bianca Machado,Masculino,1967-06-14,2023-02-07,2025-04-25,Desligado,Involuntário,1,1,71,15
448,MAT00448,Hellena Pimenta,Masculino,1971-11-27,2023-04-13,,Ativo,,1,2,28,13
449,MAT00449,Vicente da Rosa,Feminino,1967-02-17,2020-10-10,,Ativo,,4,4,58,9
450,MAT00450,Ana Araújo,Masculino,2001-10-04,2022-01-21,,Ativo,,4,5,8,14
451,MAT00451,Maria Liz Lima,Feminino,1973-04-19,2024-02-22,,Ativo,,6,2,69,3
452,MAT00452,Bianca Mendonça,Feminino,1985-09-15,2019-11-05,,Ativo,,2,3,15,11
453,MAT00453,Sra. Ana Sophia Barros,Feminino,1968-08-03,2020-04-21,,Ativo,,3,6,66,8
454,MAT00454,Sr. Benício Cardoso,Feminino,1976-03-17,2018-08-16,,Ativo,,5,5,54,8
455,MAT00455,Yan Silva,Feminino,2002-09-15,2024-04-28,2025-06-07,Desligado,Involuntário,6,4,3,7
456,MAT00456,Dr. Vinícius da Rocha,Feminino,2005-12-07,2020-11-08,,Ativo,,5,4,75,2
457,MAT00457,Sofia Pereira,Masculino,1978-06-23,2018-07-05,,Ativo,,2,1,9,9
458,MAT00458,Beatriz Vieira,Masculino,2001-08-02,2018-09-04,,Ativo,,8,3,37,7
459,MAT00459,Srta. Helena Lopes,Feminino,1997-11-24,2020-01-08,,Ativo,,7,2,54,6
460,MAT00460,Heloísa Jesus,Feminino,1977-07-13,2022-04-16,,Ativo,,5,3,11,11
461,MAT00461,Dr. Murilo Leão,Feminino,1971-03-21,2025-06-03,,Ativo,,6,2,45,2
462,MAT00462,Srta. Luara Lima,Feminino,1971-07-17,2020-01-02,,Ativo,,5,3,17,12
463,MAT00463,Dr. Marcelo Cassiano,Masculino,2005-01-10,2020-07-01,,Ativo,,4,4,60,11
464,MAT00464,Olívia Azevedo,Feminino,1978-09-13,2024-02-09,,Ativo,,2,3,30,4
465,MAT00465,Bryan Borges,Masculino,1983-03-09,2023-03-02,,Ativo,,1,2,25,15
466,MAT00466,Aylla Souza,Feminino,2003-11-14,2019-04-08,,Ativo,,6,4,79,13
467,MAT00467,Sra. Caroline Novais,Masculino,1990-04-03,2018-03-06,2019-07-22,Desligado,Voluntário,2,2,77,1
468,MAT00468,Lucas Rios,Masculino,1967-11-23,2023-01-03,,Ativo,,5,7,7,4
469,MAT00469,Noah Fogaça,Feminino,1980-08-08,2018-07-01,,Ativo,,3,4,70,4
470,MAT00470,Mariana Silveira,Feminino,1997-09-10,2018-08-20,,Ativo,,3,6,30,14
471,MAT00471,João Pedro Peixoto,Feminino,1985-10-20,2024-06-17,,Ativo,,4,2,42,4
472,MAT00472,Luiz Gustavo Caldeira,Feminino,1996-11-17,2021-05-21,,Ativo,,1,1,29,7
473,MAT00473,Sofia Cunha,Feminino,1988-01-18,2021-05-15,,Ativo,,3,3,76,15
474,MAT00474,Rodrigo Câmara,Feminino,1978-09-16,2019-12-19,,Ativo,,3,6,7,6
475,MAT00475,Luiz Fernando Novais,Feminino,1981-09-11,2025-03-20,,Ativo,,6,4,54,7
476,MAT00476,Sr. João Lucas Oliveira,Feminino,1986-07-06,2019-09-04,,Ativo,,1,3,69,8
477,MAT00477,Paulo Novais,Masculino,1991-05-28,2020-09-14,,Ativo,,5,6,19,13
478,MAT00478,Amanda Pereira,Masculino,2002-09-14,2023-03-12,,Ativo,,1,3,54,9
479,MAT00479,Juliana Alves,Feminino,1997-07-08,2023-12-11,,Ativo,,1,1,33,4
480,MAT00480,João Gabriel Sampaio,Feminino,2000-08-28,2021-09-14,,Ativo,,2,4,48,2
481,MAT00481,Lucca Ferreira,Feminino,1993-01-09,2024-01-03,,Ativo,,5,5,49,11
482,MAT00482,Fernando Casa Grande,Feminino,1967-01-28,2024-10-13,2025-02-17,Desligado,Involuntário,3,2,25,13
483,MAT00483,Maria Liz Azevedo,Masculino,1970-04-16,2024-08-03,,Ativo,,3,4,27,14
484,MAT00484,Arthur Borges,Feminino,1986-01-07,2021-09-25,,Ativo,,1,3,25,12
485,MAT00485,Dra. Helena Garcia,Feminino,1975-04-23,2019-04-26,,Ativo,,7,1,78,12
486,MAT00486,Mirella Fernandes,Masculino,1980-04-18,2020-04-17,,Ativo,,5,7,42,13
487,MAT00487,Léo das Neves,Masculino,1981-08-18,2021-03-05,,Ativo,,1,2,46,5
488,MAT00488,Sra. Antonella Aragão,Feminino,1982-09-16,2020-12-07,,Ativo,,4,3,60,2
489,MAT00489,Emanuel Sá,Feminino,1985-04-12,2023-04-08,,Ativo,,2,2,41,7
490,MAT00490,Ana Julia Rocha,Masculino,1969-04-24,2018-07-07,,Ativo,,3,2,19,1
491,MAT00491,João Gabriel Macedo,Feminino,1970-10-19,2020-12-04,,Ativo,,1,3,54,5
492,MAT00492,Mariana Mendonça,Masculino,1993-06-08,2019-09-17,2024-03-19,Desligado,Involuntário,3,4,73,14
493,MAT00493,Melina Leão,Masculino,1974-09-21,2020-10-03,,Ativo,,5,5,44,5
494,MAT00494,Henrique Sá,Masculino,1974-08-06,2023-06-25,,Ativo,,4,2,46,3
495,MAT00495,Bruna Ferreira,Feminino,1971-08-06,2019-07-28,,Ativo,,3,2,70,11
496,MAT00496,Brenda da Paz,Masculino,1972-01-27,2018-08-29,,Ativo,,2,1,10,14
497,MAT00497,Raquel Moura,Masculino,2002-01-14,2025-06-30,,Ativo,,3,3,18,14
498,MAT00498,Lorena Aparecida,Masculino,1991-02-23,2025-01-27,,Ativo,,7,1,20,1
499,MAT00499,Miguel Peixoto,Masculino,1973-08-12,2020-06-14,2021-01-13,Desligado,Voluntário,6,2,80,11
500,MAT00500,André Costela,Masculino,1975-11-16,2025-06-24,2025-09-24,Desligado,Involuntário,3,4,1,9
501,MAT00501,Heitor Vargas,Feminino,1979-01-01,2024-03-09,,Ativo,,2,3,68,12
502,MAT00502,José Miguel da Rocha,Feminino,1971-05-01,2021-01-30,,Ativo,,3,3,65,14
503,MAT00503,Sr. André Monteiro,Masculino,1994-02-04,2022-10-30,,Ativo,,4,5,68,3
504,MAT00504,Sra. Emanuella Cardoso,Masculino,1993-10-17,2020-09-14,,Ativo,,3,2,33,14
505,MAT00505,Yasmin Santos,Feminino,1988-07-03,2021-12-22,,Ativo,,2,4,48,7
506,MAT00506,Theodoro Novais,Feminino,1969-04-23,2023-02-24,,Ativo,,8,2,29,5
507,MAT00507,Maria Barbosa,Masculino,2003-02-13,2018-11-27,2023-05-28,Desligado,Voluntário,7,3,49,9
508,MAT00508,Ana Cecília Lopes,Feminino,2002-11-01,2023-05-04,,Ativo,,1,4,22,2
509,MAT00509,Raul Barbosa,Masculino,1978-11-26,2023-08-10,,Ativo,,8,4,43,10
510,MAT00510,Dr. Nathan Santos,Feminino,1972-01-08,2019-01-26,,Ativo,,4,2,28,15
